amfi_code,scheme_name,fund_house,category,sub_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,ret_ann_pct,vol_ann_pct,sharpe_ratio,sortino_ratio,alpha_annualized,alpha_pct,beta,r_squared,p_value,max_drawdown_pct,peak_date,trough_date,sharpe_rank,sortino_rank,rank_3yr,score_3yr,rank_sharpe,score_sharpe,rank_alpha,score_alpha,rank_expense,score_expense,rank_max_dd,score_max_dd,composite_score,fund_rank
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,0.89,22.493224932249344,20.00820838047148,16.21489430082854,15.131944040863557,12.983158874316306,0.664856998549062,1.0022889920399096,0.1513635464823924,15.136354648239239,-0.001433521389780133,2.0253408972328425e-06,0.9615666405413444,-11.511457598975516,2022-04-13,2022-06-09,19,20,24.0,58.97435897435898,22.0,53.84615384615385,18.0,43.58974358974359,28.0,69.23076923076923,31.0,76.92307692307693,57.948717948717956,16
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,0.72,25.539980483954096,21.08997654925684,16.665676429922183,15.531106361835715,13.997213649186154,0.6452074382933215,0.9919803349486758,0.15643835948169668,15.643835948169668,-0.03663900671860934,0.0011382947171084282,0.2531567885063235,-18.62974313859551,2023-10-30,2024-02-29,21,21,26.0,64.1025641025641,20.0,48.717948717948715,19.0,46.15384615384615,35.5,88.46153846153845,15.0,35.8974358974359,57.5,17
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Index,1.57,20.207703983094838,19.66726206830185,17.935513970716997,16.988800557692826,12.836628397860562,0.8170993373494367,1.2464519410258201,0.17048756803412696,17.048756803412697,-0.019486785689474526,0.00038285030730923834,0.5075948866942019,-10.85986215250232,2022-02-03,2022-03-29,16,17,23.0,56.41025641025641,25.0,61.53846153846154,22.0,53.84615384615385,7.0,15.384615384615385,34.0,84.61538461538461,53.84615384615385,18
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,1.42,8.489081269294418,13.978381933703044,18.671386503188426,17.57940429247065,13.88443751311979,0.7979728586052847,1.2050179650142854,0.17703302365844073,17.703302365844074,-0.0402689523698206,0.001397444608331861,0.2054374518341153,-13.897862823061635,2023-09-19,2023-11-09,17,18,16.0,38.46153846153847,24.0,58.97435897435898,24.0,58.97435897435898,21.0,51.28205128205128,27.0,66.66666666666666,52.43589743589744,19
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,1.52,14.269394138778924,14.748035533586012,22.079322945300706,20.791821293359273,15.429144469823298,0.9262873467360144,1.411863107922028,0.20873010086942337,20.873010086942337,-0.026387719943843004,0.0004859264752797316,0.4553703178741986,-15.27259422823477,2023-09-05,2024-01-24,15,16,17.0,41.02564102564102,26.0,64.1025641025641,27.0,66.66666666666666,14.5,34.61538461538461,22.0,53.84615384615385,52.243589743589745,20
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,1.41,41.81904829701364,18.421996537444542,17.071068197627206,16.382758819055006,15.230516379673068,0.6488787755249532,0.9727307671095344,0.1625385327998104,16.25385327998104,0.04189646272811977,0.0012571178108220743,0.22978488107543119,-19.82565826298267,2023-03-31,2023-08-14,20,22,21.0,51.28205128205128,21.0,51.28205128205128,21.0,51.28205128205128,22.0,53.84615384615385,14.0,33.33333333333333,49.87179487179487,21
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,0.74,7.42505077613469,7.394286300360076,7.225831652842785,6.74484404275901,0.49391262595120156,0.4957233929533123,1.550799328360799,0.06746210411099539,6.746210411099539,-0.0004440926329707234,0.00013430661440679868,0.6947484438507016,-0.09773140045925555,2025-10-16,2025-10-20,23,11,12.0,28.205128205128204,18.0,43.58974358974359,10.0,23.076923076923077,34.0,84.61538461538461,40.0,100.0,46.666666666666664,22
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,0.75,19.7667410165155,20.816771175535862,7.902133038410675,8.312437838149542,13.983295593638855,0.12961449795669328,0.18882194102859406,0.08232801295222093,8.232801295222094,0.02588321244009315,0.0005692038090244872,0.4191212046285577,-21.751396370148225,2022-02-24,2023-05-22,29,29,25.0,61.53846153846154,12.0,28.205128205128204,13.0,30.76923076923077,33.0,82.05128205128204,10.0,23.076923076923077,46.28205128205128,23
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Flexi Cap,1.64,13.5831349444816,25.556187904126524,17.120667544473744,16.26258549662886,15.758366917912994,0.6195175900829828,0.9398298874912685,0.16211256794033255,16.211256794033254,0.016682689437770827,0.00018619166432850165,0.6440466770890053,-21.285398874796858,2022-01-06,2022-07-04,22,23,28.0,69.23076923076923,19.0,46.15384615384615,20.0,48.717948717948715,1.5,1.282051282051282,11.0,25.64102564102564,44.80769230769231,24
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,1.54,18.11115252275146,18.04420648663614,13.615885864633114,13.160728496649924,14.353859818510504,0.46403744922047774,0.6847169077678108,0.13173190226099432,13.173190226099432,-0.004050271130006534,1.322760788085046e-05,0.9019895024405024,-14.111986534883126,2024-08-05,2024-12-19,25,25,20.0,48.717948717948715,16.0,38.46153846153847,17.0,41.02564102564102,10.5,24.358974358974358,26.0,64.1025641025641,42.49999999999999,25
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,0.78,15.443720834451845,11.245222866621418,11.428956961681447,12.016959264353062,18.352430087335776,0.30061192104254786,0.4376465595288918,0.11989100971217971,11.98910097121797,0.009054412621739154,4.043746553634244e-05,0.8295182110189219,-21.11727956013212,2025-04-04,2025-09-12,27,27,15.0,35.8974358974359,14.0,33.33333333333333,15.0,35.8974358974359,31.0,76.92307692307693,12.0,28.205128205128204,40.641025641025635,26
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,0.6,7.120323042122512,6.695971624586994,6.9093726285524015,6.454444499823224,0.5133170487371137,-0.08874729621557288,-0.2619536721038726,0.06455677495375998,6.4556774953759986,-0.00040074423947840013,0.00010125435692271723,0.7333100820090805,-0.11629327956168556,2024-04-12,2024-04-30,34,34,11.0,25.64102564102564,7.0,15.384615384615385,9.0,20.51282051282051,38.0,94.87179487179486,39.0,97.43589743589743,39.61538461538461,27
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,1.59,16.837098075385626,17.26727508371786,13.440797303248008,13.15478451977995,13.463795800784448,0.4942725378672349,0.7380768130191763,0.13042924450705445,13.042924450705446,0.036356399022199795,0.0012113711061211869,0.23845930871566381,-17.57361416468729,2024-01-09,2025-02-14,24,24,19.0,46.15384615384615,17.0,41.02564102564102,16.0,38.46153846153847,6.0,12.82051282051282,17.0,41.02564102564102,37.82051282051282,28
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,1.53,15.811221971300938,8.007927728656083,16.47083266493794,17.81915642892773,25.24152094634046,0.44843400890899127,0.6555205080066594,0.1750072167561127,17.50072167561127,0.1034966369133759,0.0027930065610663243,0.07333892285784303,-23.34488614483311,2025-04-09,2026-02-20,26,26,14.0,33.33333333333333,15.0,35.8974358974359,23.0,56.41025641025641,12.5,29.48717948717949,9.0,20.51282051282051,36.73076923076923,29
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,0.55,10.454939683040276,4.062205023777143,5.242157894166177,5.0786394904641625,3.9855381553882614,-0.35662950751436784,-0.5405776227662098,0.05074772999976104,5.074772999976104,0.0012566742731558458,1.651665231033275e-05,0.8905486864137591,-8.316361763638703,2023-02-09,2024-02-09,38,38,8.0,17.94871794871795,3.0,5.128205128205128,6.0,12.82051282051282,40.0,100.0,35.0,87.17948717948718,32.94871794871795,30
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,0.77,5.5219955107626895,5.840358798463097,5.825726081516347,5.601161309959095,3.9670623690338704,-0.22657538662791576,-0.3455439963086105,0.05620895216638369,5.620895216638369,-0.006413850728276477,0.00043426033217200524,0.48038566300028673,-4.328728923970093,2024-09-16,2025-04-01,37,37,9.0,20.51282051282051,4.0,7.6923076923076925,7.0,15.384615384615385,32.0,79.48717948717949,36.0,89.74358974358975,32.05128205128205,31
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Liquid,0.79,7.23664530138024,6.315784491375509,6.512439359580768,6.086966398608307,0.5064371352310743,-0.8155673679088263,-2.2791746489194473,0.060861457957871144,6.086145795787115,0.00026670968338238433,4.6076236771052326e-05,0.8182140691419647,-0.16224980244717857,2023-09-05,2023-09-12,40,40,10.0,23.076923076923077,1.0,0.0,8.0,17.94871794871795,30.0,74.35897435897436,38.0,94.87179487179486,31.153846153846153,32
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Short Duration,0.56,3.704968580461343,3.9163899571040384,4.542745701329376,4.2853555962226935,3.9052455281001603,-0.5670947928476846,-0.8497243441668113,0.042817920315060876,4.281792031506088,0.0011582183155281463,1.4612842041845034e-05,0.8970124515162724,-4.308263824636349,2023-05-23,2023-07-28,39,39,7.0,15.384615384615385,2.0,2.564102564102564,3.0,5.128205128205128,39.0,97.43589743589743,37.0,92.3076923076923,30.128205128205124,33
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,1.56,22.50195657587366,7.756003551327284,6.285691499731727,7.859995621336482,17.894715006571875,0.07599984804658923,0.10889768341605677,0.0780443887615508,7.80443887615508,0.01805687420811816,0.0001691554883831436,0.6596465767530766,-24.003511326274886,2023-11-09,2024-10-17,30,30,13.0,30.76923076923077,11.0,25.64102564102564,12.0,28.205128205128204,8.0,17.94871794871795,8.0,17.94871794871795,25.76923076923077,34
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,0.72,13.947803355189968,-1.337386614488112,2.493675642853588,5.073186530232969,24.950125122855862,-0.05718662582817995,-0.08131855404486706,0.048824215945539845,4.882421594553985,0.06200180438267168,0.0010259205326765965,0.27800396233826213,-52.57422117012851,2023-01-17,2025-10-28,32,32,3.0,5.128205128205128,9.0,20.51282051282051,5.0,10.256410256410255,35.5,88.46153846153845,1.0,0.0,21.987179487179485,35
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,1.64,1.6091186722522632,0.5258871209757432,6.527239687329134,6.929469030104402,13.950661341123835,0.03078485095458594,0.04496545368477709,0.0689952982167755,6.899529821677549,0.009730745001153637,8.082637693810774e-05,0.7608083592013819,-14.401617909337261,2023-10-12,2025-02-07,31,31,5.0,10.256410256410255,10.0,23.076923076923077,11.0,25.64102564102564,1.5,1.282051282051282,25.0,61.53846153846154,20.32051282051282,36
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Small Cap,1.53,-23.986031710270627,-4.152381044854481,8.207106808413588,10.69621227736075,25.79732221707774,0.16266076928646772,0.23619798404659176,0.10897091901704538,10.897091901704538,-0.06528924788351524,0.0010641052735572622,0.26923382859979966,-35.44691649336603,2024-11-21,2026-05-11,28,28,2.0,2.564102564102564,13.0,30.76923076923077,14.0,33.33333333333333,12.5,29.48717948717949,3.0,5.128205128205128,20.064102564102562,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,1.38,-42.797614558854406,-11.705806723995272,1.0936046168263713,4.595602382589966,25.066580232600437,-0.0759735711747892,-0.10904599553811908,0.048015953637759554,4.801595363775955,-0.066951174639292,0.0011851593464486715,0.24360834209000354,-51.677753708526566,2025-05-22,2026-05-11,33,33,1.0,0.0,8.0,17.94871794871795,4.0,7.6923076923076925,24.0,58.97435897435898,2.0,2.564102564102564,15.128205128205128,38
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,1.55,-2.224270997710287,1.292649342495622,2.879017866343614,3.568302536201135,14.548134802183876,-0.20151706755966936,-0.2936836836094664,0.03747580763443281,3.747580763443281,-0.0582684314388089,0.002665032698133324,0.08026442483699606,-24.734440880673304,2022-03-30,2022-09-15,35,36,6.0,12.82051282051282,6.0,12.82051282051282,2.0,2.564102564102564,9.0,20.51282051282051,7.0,15.384615384615385,12.179487179487179,39
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Mid Cap,1.51,-16.797480944407305,-0.7674063178547241,0.91336219860636,2.7673310029606264,18.134576297311302,-0.20583160785470309,-0.2920655874706218,0.028969397866379445,2.8969397866379443,-0.04212502902189432,0.0008964294600687582,0.31057770814660424,-28.00112356639287,2025-01-07,2026-04-27,36,35,4.0,7.6923076923076925,5.0,10.256410256410255,1.0,0.0,16.5,39.743589743589745,6.0,12.82051282051282,12.115384615384613,40
