amfi_code,scheme_name,fund_house,category,sub_category,risk_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,ret_ann_pct,vol_ann_pct,sharpe_ratio,sortino_ratio,alpha_annualized,alpha_pct,beta,r_squared,p_value,max_drawdown_pct,peak_date,trough_date,score_3yr,score_sharpe,score_alpha,score_expense,score_max_dd,composite_score,fund_rank
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,Large Cap,Moderate,0.8,17.131375603555867,13.177354360397864,15.543909132845378,15.189944144183364,12.159171405589163,0.7146822636441238,1.072339810672569,0.2119482701352573,21.19482701352573,0.016232169761417007,0.00021216129075887457,0.6218551541356455,-12.588275606922517,2022-10-04,2023-05-30,56.41025641025641,74.35897435897436,69.23076923076923,71.7948717948718,71.7948717948718,67.31,11
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,Small Cap,Very High,1.52,38.616771101626135,17.045551126002366,21.294290275179172,21.51648931199568,21.01908465972875,0.7144216579881013,1.0691734199067595,0.3005787817097677,30.05787817097677,0.011455159960520708,3.5329906267955625e-05,0.84049358918433,-31.171900300634213,2024-05-05,2025-01-03,74.35897435897436,71.7948717948718,97.43589743589743,34.61538461538461,7.6923076923076925,65.71,12
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Large Cap,Moderate,1.51,18.211611438005292,13.180371331935214,16.03119877465975,15.589574179989107,11.978074493866073,0.7588510310771438,1.1319064113423973,0.21829397904608644,21.829397904608644,-0.008353832126962021,5.7917562701278335e-05,0.7966457465470185,-17.41407508665723,2024-01-02,2024-07-19,58.97435897435898,82.05128205128204,74.35897435897436,39.743589743589745,43.58974358974359,63.4,13
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,Moderate,0.92,29.59273093332675,14.92634581454797,12.763242123654205,12.784118487243203,12.412510324744543,0.5062729716095954,0.749976531203338,0.17729754927531766,17.729754927531765,0.04882040425957739,0.0018401792783071585,0.1461759487459864,-15.200013055606398,2023-12-24,2025-01-01,66.66666666666666,56.41025641025641,61.53846153846154,66.66666666666666,56.41025641025641,62.05,14
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,Moderate,0.72,16.708053404818358,16.725779765765946,10.963342244556173,11.10469272541956,11.842466866302143,0.3888288460001742,0.5832095221824416,0.15643835948169668,15.643835948169668,-0.03663900671860934,0.0011382947171084282,0.2531567885063235,-18.62974313859551,2023-10-30,2024-02-29,71.7948717948718,48.717948717948715,46.15384615384615,88.46153846153845,35.8974358974359,59.81,15
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,Moderate,0.66,12.747554639452074,5.163223794670091,14.3963545062906,14.148439472812365,11.798750618901819,0.6482414723266905,0.9659754164592805,0.1986859936686296,19.86859936686296,-0.026159307513513405,0.0005850821704543426,0.4127055818020542,-11.803493502764296,2024-05-21,2024-09-02,28.205128205128204,66.66666666666666,64.1025641025641,92.3076923076923,74.35897435897436,59.23,16
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,Moderate,0.89,12.285729798755618,13.172562069891391,10.754542254469612,10.819292907873196,10.985306633798695,0.3931881969124055,0.5776689158862015,0.1513635464823924,15.136354648239239,-0.001433521389780133,2.0253408972328425e-06,0.9615666405413444,-11.650624505409091,2022-01-03,2022-06-09,53.84615384615385,51.28205128205128,43.58974358974359,69.23076923076923,76.92307692307693,55.77,17
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,Moderately High,1.41,24.867643676120288,14.231009840873421,11.496519378615822,11.71362158251039,12.885373550313032,0.40461547832920475,0.5935601875037633,0.1625385327998104,16.25385327998104,0.04189646272811977,0.0012571178108220743,0.22978488107543119,-19.82565826298267,2023-04-02,2023-08-14,64.1025641025641,53.84615384615385,51.28205128205128,53.84615384615385,33.33333333333333,54.36,18
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,Moderate,1.42,5.670259378211373,9.854016337787797,12.611234974973584,12.569219372774596,11.749520419593235,0.5165503915082101,0.7618821945041628,0.17703302365844073,17.703302365844074,-0.0402689523698206,0.001397444608331861,0.2054374518341153,-13.897862823061635,2023-09-19,2023-11-09,43.58974358974359,58.97435897435898,58.97435897435898,51.28205128205128,66.66666666666666,53.97,19
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,Moderately High,1.52,18.35553148835174,10.109386275223997,15.040227218523029,14.866087533335284,13.05827825255206,0.6406730942266641,0.9556496687521342,0.20873010086942337,20.873010086942337,-0.026387719943843004,0.0004859264752797316,0.4553703178741986,-15.27259422823477,2023-09-05,2024-01-24,46.15384615384615,64.1025641025641,66.66666666666666,34.61538461538461,53.84615384615385,53.78,20
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Index,Moderate,1.57,13.979265428014731,13.106842740248602,12.249303405305811,12.146939540005636,10.863737121166011,0.5197971450361778,0.7724208471952339,0.17048756803412696,17.048756803412697,-0.019486785689474526,0.00038285030730923834,0.5075948866942019,-10.85986215250232,2022-02-03,2022-03-29,51.28205128205128,61.53846153846154,53.84615384615385,15.384615384615385,84.61538461538461,52.31,21
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Flexi Cap,Moderately High,1.64,-8.326674925269796,17.218950045568306,11.336323837814021,11.627698030881493,13.331254069504203,0.38463733450338444,0.571010408627676,0.16211256794033255,16.211256794033254,0.016682689437770827,0.00018619166432850165,0.6440466770890053,-21.539827112383225,2022-01-03,2022-07-04,76.92307692307693,46.15384615384615,48.717948717948715,1.282051282051282,25.64102564102564,47.12,22
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,Moderate,1.54,8.561950349466274,13.591757240129333,9.059091579789303,9.409879926976204,12.141529821671087,0.23966336777285166,0.3457184416389599,0.13173190226099432,13.173190226099432,-0.004050271130006534,1.322760788085046e-05,0.9019895024405024,-14.844576917771747,2022-01-03,2022-02-04,61.53846153846154,38.46153846153847,41.02564102564102,24.358974358974358,61.53846153846154,46.09,23
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,High,0.78,39.82593939501913,11.287915126370995,7.667267490155361,8.592088484593447,15.520192817080062,0.1347978410610396,0.19273243686144967,0.11989100971217971,11.98910097121797,0.009054412621739154,4.043746553634244e-05,0.8295182110189219,-21.11727956013212,2025-04-06,2025-09-12,48.717948717948715,35.8974358974359,35.8974358974359,76.92307692307693,28.205128205128204,45.13,24
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,Moderate,0.75,11.39813282280886,8.934349507083406,5.384315930079642,5.9433671910602515,11.82482043206589,-0.04707325681075906,-0.06694988868417401,0.08232801295222093,8.232801295222094,0.02588321244009315,0.0005692038090244872,0.4191212046285577,-21.751396370148225,2022-02-24,2023-05-22,38.46153846153847,30.76923076923077,30.76923076923077,82.05128205128204,23.076923076923077,40.0,25
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,Very High,1.53,30.27856379299503,5.810467306022904,11.028686693972078,12.740641404379566,21.34696587931458,0.292343251010993,0.42184072057754357,0.1750072167561127,17.50072167561127,0.1034966369133759,0.0027930065610663243,0.07333892285784303,-23.34488614483311,2025-04-09,2026-02-20,33.33333333333333,43.58974358974359,56.41025641025641,29.48717948717949,20.51282051282051,38.65,26
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,Low,0.55,8.232705338338974,5.536369741526959,3.6387702009529788,3.631211434065539,3.3727480304525668,-0.8505789759662293,-1.1816296618926758,0.05074772999976104,5.074772999976104,0.0012566742731558458,1.651665231033275e-05,0.8905486864137591,-8.316361763638703,2023-02-09,2024-02-09,30.76923076923077,10.256410256410255,12.82051282051282,100.0,87.17948717948718,38.08,27
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,Low,0.74,5.124365754131732,4.956840603900603,4.9391280734543574,4.822542504748042,0.45955424467816686,-3.650183878568478,-4.638604317404523,0.06746210411099539,6.746210411099539,-0.0004440926329707234,0.00013430661440679868,0.6947484438507016,-0.09773140045925555,2025-10-16,2025-10-20,25.64102564102564,5.128205128205128,23.076923076923077,84.61538461538461,100.0,36.28,28
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,Low,0.6,5.2657100245451005,4.515064482049791,4.721447852372052,4.614907735094514,0.4712319548628601,-4.000348969233408,-4.990462470583562,0.06455677495375998,6.4556774953759986,-0.00040074423947840013,0.00010125435692271723,0.7333100820090805,-0.11629327956168556,2024-04-14,2024-04-30,23.076923076923077,2.564102564102564,20.51282051282051,94.87179487179486,97.43589743589743,35.64,29
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,Moderate,1.59,29.853581519969417,6.332981690316175,9.151266930745617,9.405630002008191,11.389383315023299,0.25511741256223125,0.3715113011622121,0.13042924450705445,13.042924450705446,0.036356399022199795,0.0012113711061211869,0.23845930871566381,-17.57361416468729,2024-01-09,2025-02-14,35.8974358974359,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,34.74,30
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Short Duration,Low,0.56,2.691255994614905,4.110461286570177,3.0550342227900096,3.064015917896624,3.304017152036813,-1.0399413574427754,-1.428059221972932,0.042817920315060876,4.281792031506088,0.0011582183155281463,1.4612842041845034e-05,0.8970124515162724,-4.308263824636349,2023-05-23,2023-07-28,17.94871794871795,7.6923076923076925,5.128205128205128,97.43589743589743,92.3076923076923,32.18,31
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,Low,0.77,2.1872572751472363,2.9452095372302534,4.027159089473997,4.004812909236466,3.357814142204654,-0.7430986305648408,-1.0401470438664435,0.05620895216638369,5.620895216638369,-0.006413850728276477,0.00043426033217200524,0.48038566300028673,-4.328728923970093,2024-09-16,2025-04-01,15.384615384615385,12.82051282051282,15.384615384615385,79.48717948717949,89.74358974358975,31.79,32
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Liquid,Low,0.79,5.132872812178446,4.341410877385754,4.446752303984303,4.352162036092684,0.46186083719723103,-4.650400707150913,-5.578770386442654,0.060861457957871144,6.086145795787115,0.00026670968338238433,4.6076236771052326e-05,0.8182140691419647,-0.16224980244717857,2023-09-05,2023-09-12,20.51282051282051,0.0,17.94871794871795,74.35897435897436,94.87179487179486,30.38,33
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,High,1.56,12.53759959040448,9.841396578857076,4.576968637773482,5.619872413762051,15.131095633895363,-0.05816681141492252,-0.08184207044910544,0.0780443887615508,7.80443887615508,0.01805687420811816,0.0001691554883831436,0.6596465767530766,-24.003511326274886,2023-11-09,2024-10-17,41.02564102564102,28.205128205128204,28.205128205128204,17.94871794871795,17.94871794871795,29.49,34
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,Very High,0.72,22.954094840900254,-3.4565953393181803,1.4129931609609958,3.6273125844665106,21.095074508933582,-0.13617811182970374,-0.1910988446278012,0.048824215945539845,4.882421594553985,0.06200180438267168,0.0010259205326765965,0.27800396233826213,-52.57422117012851,2023-01-17,2025-10-28,7.6923076923076925,23.076923076923077,10.256410256410255,88.46153846153845,0.0,23.4,35
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,Moderate,1.64,4.7121680545571865,0.05165442734509362,4.351309541168158,4.954548796260085,11.796511781793411,-0.13100916883965183,-0.1867819056092187,0.0689952982167755,6.899529821677549,0.009730745001153637,8.082637693810774e-05,0.7608083592013819,-14.401617909337261,2023-10-12,2025-02-07,12.82051282051282,25.64102564102564,25.64102564102564,1.282051282051282,64.1025641025641,21.99,36
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Small Cap,Very High,1.53,-9.195870184657506,-5.573632895491687,5.4120823437189935,7.647758498249846,21.81298265430815,0.05261813647585507,0.07541484885085616,0.10897091901704538,10.897091901704538,-0.06528924788351524,0.0010641052735572622,0.26923382859979966,-35.44691649336603,2024-11-21,2026-05-11,2.564102564102564,33.33333333333333,33.33333333333333,29.48717948717949,5.128205128205128,20.71,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,Very High,1.38,-22.106103077905136,-9.741731006848708,1.0472845717320434,3.2858414048511952,21.193443362831076,-0.1516581586164415,-0.21478181106532881,0.048015953637759554,4.801595363775955,-0.066951174639292,0.0011851593464486715,0.24360834209000354,-51.677753708526566,2025-05-22,2026-05-11,0.0,20.51282051282051,7.6923076923076925,58.97435897435898,2.564102564102564,15.77,38
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Mid Cap,High,1.51,-20.08813191275144,-3.6602622050025957,0.8069711011326142,1.978633056877262,15.332441289191184,-0.29488891285108904,-0.41083150254946965,0.028969397866379445,2.8969397866379443,-0.04212502902189432,0.0008964294600687582,0.31057770814660424,-28.00112356639287,2025-01-07,2026-04-27,5.128205128205128,17.94871794871795,0.0,39.743589743589745,12.82051282051282,13.27,39
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,Moderate,1.55,-4.33744885242403,-1.7959562001467755,1.8120649514627107,2.551325211011266,12.30042952202974,-0.32101926049954294,-0.45687462533730683,0.03747580763443281,3.747580763443281,-0.0582684314388089,0.002665032698133324,0.08026442483699606,-24.734440880673304,2022-03-30,2022-09-15,10.256410256410255,15.384615384615385,2.564102564102564,20.51282051282051,15.384615384615385,12.05,40
